name,stationcode,ebike,mechanical,x,y,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,nom_arrondissement_communes,is_returning,record_timestamp
Lamartine - Faubourg Montmartre,9015,2,11,2.339765690267086,48.87661398289084,2023-05-26T15:42:35+00:00,13,19,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie du 19ème,19021,6,2,2.3812624812126164,48.88256264247959,2023-05-26T15:45:30+00:00,8,18,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Montreuil - Voltaire,11012,2,6,2.3930755582745,48.850507011842,2023-05-26T15:39:11+00:00,8,24,34,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jardin Marguerite Long,17104,1,4,2.2836575657129288,48.8816985773914,2023-05-26T15:40:04+00:00,5,12,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Melun - Jean Jaurès,19030,2,0,2.376477420330048,48.8837796723475,2023-05-26T15:45:11+00:00,2,26,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Argenson - Château,22002,2,4,2.2642001509666447,48.888559314669514,2023-05-26T15:44:30+00:00,6,15,25,OUI,OUI,Neuilly-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Terroirs de France - Lheureux,12153,5,22,2.388618104159832,48.83212027074841,2023-05-26T15:46:11+00:00,27,24,55,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Censier - Jardin des Plantes,5028,2,16,2.355475388467312,48.84107178161383,2023-05-26T15:46:09+00:00,18,10,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Marcel Sembat,21017,11,23,2.2441747784614567,48.83328865030686,2023-05-26T15:46:03+00:00,34,21,56,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-26T16:22:00.535Z
Odessa - Départ,14127,12,7,2.3244281485677,48.842885590081,2023-05-26T15:46:10+00:00,19,16,39,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
René Coty - Parc Montsouris,14016,3,2,2.336124926805496,48.82479134498032,2023-05-26T15:45:00+00:00,5,49,55,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
François Truffaut - Saint Emilion,12033,16,46,2.386601903271428,48.83372354344807,2023-05-26T15:45:59+00:00,62,2,66,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Madeleine Michelis - Roule,22012,3,0,2.2773634269833565,48.88260431301364,2023-05-26T15:44:44+00:00,3,22,25,OUI,OUI,Neuilly-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Léon - Doudeauville,18014,0,0,2.353573372638597,48.88832421845225,2023-05-26T15:46:11+00:00,0,13,13,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
René Binet - Porte de Montmartre,18035,1,2,2.3365534096956253,48.89905109950848,2023-05-26T15:42:47+00:00,3,33,37,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Sèvres Rive Gauche,23105,2,0,2.2150785306885,48.821443218278,2023-05-26T15:46:14+00:00,2,31,33,OUI,OUI,Sèvres,OUI,2023-05-26T16:22:00.535Z
Suffren - Pérignon,15009,3,11,2.307052147596786,48.84717561492764,2023-05-26T15:46:15+00:00,14,30,46,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare de Clichy-Levallois,23005,0,0,2.2984680533409123,48.89679827481989,2023-05-26T15:44:55+00:00,0,26,26,OUI,OUI,Levallois-Perret,OUI,2023-05-26T16:22:00.535Z
Saint-Fargeau - Mortier,20117,0,0,2.407912909984589,48.87266656122256,2023-05-26T15:42:01+00:00,0,33,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
République - Auguste Perret,48009,3,0,2.3518594354391094,48.78695280952244,2023-05-26T15:44:40+00:00,3,27,30,OUI,OUI,Villejuif,OUI,2023-05-26T16:22:00.535Z
Beaumarchais - Pas de la Mule,4107,6,3,2.3684333673431,48.855580507049,2023-05-26T15:46:09+00:00,9,5,18,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie du 9ème,9013,1,9,2.340753448052758,48.87326713758289,2023-05-26T15:46:07+00:00,10,14,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pierre Brossolette - Adolphe Pinard,22403,0,0,2.313155829906464,48.82177227954821,2023-05-26T15:41:53+00:00,0,24,24,OUI,OUI,Malakoff,OUI,2023-05-26T16:22:00.535Z
Gare de Nanterre Ville,92005,4,3,2.1957932,48.8950295,2023-05-26T15:46:12+00:00,7,36,43,OUI,OUI,Nanterre,OUI,2023-05-26T16:22:00.535Z
Pré Saint-Gervais - Lilas,19113,0,0,2.3959073424339,48.877870626988,2023-05-26T15:44:20+00:00,0,27,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gergovie - Vercingétorix,14128,3,2,2.313154547426182,48.83453413883994,2023-05-26T15:45:12+00:00,5,24,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Commandant l'Herminier - Gallieni,20004,4,3,2.4160453677177,48.847040552603,2023-05-26T15:46:11+00:00,7,10,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Sambre et Meuse - Villette,10039,5,1,2.3738072379951,48.874405666217,2023-05-26T15:45:29+00:00,6,18,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Station Paris Basketball - Stade Georges Carpentier,13117,11,6,2.366832196712494,48.82048243838136,2023-05-26T15:45:47+00:00,17,22,40,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Rapp - Place du Général Gouraud,7024,2,2,2.3004072904587,48.858102885107,2023-05-26T15:40:30+00:00,4,27,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Guy Môquet - Saint-Ouen,17001,1,2,2.3270335793495183,48.892777719023975,2023-05-26T15:44:49+00:00,3,48,53,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bois de Vincennes - Porte Jaune,12129,3,23,2.4605489149689674,48.838751246689455,2023-05-26T15:46:15+00:00,26,9,35,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Choron - Martyrs,9016,1,2,2.3396701365709305,48.877851443502536,2023-05-26T15:46:10+00:00,3,14,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Auguste Blanqui - Glacière,13515,4,5,2.3438221961259837,48.831151602964354,2023-05-26T15:46:05+00:00,9,50,60,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bastille - Quai de la Rapée,12150,3,18,2.3669364675879,48.84682410855,2023-05-26T15:46:01+00:00,21,2,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Boussingault - Tolbiac,13021,7,3,2.342176808004326,48.82603516605852,2023-05-26T15:42:05+00:00,10,18,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Paul Klee - Place Augusta Holmes,13020,12,23,2.3704235663952966,48.838946417408025,2023-05-26T15:45:14+00:00,35,8,43,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jacquard - Ternaux,11031,2,0,2.373162,48.8646605,2023-05-26T15:43:53+00:00,2,35,39,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Alexander Fleming - Belvédère,19124,2,1,2.4030599377642674,48.88179064200294,2023-05-26T15:43:40+00:00,3,28,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Hôpital Robert Debré,19036,0,0,2.4008650346327003,48.88005222200894,2023-05-26T15:37:50+00:00,0,32,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Santé - Arago,14113,0,0,2.3415737262044938,48.83507657562064,2023-05-26T15:45:57+00:00,0,37,38,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Longchamp - Place d'Iéna,16007,1,0,2.2926748171448708,48.86491723343388,2023-05-26T15:46:07+00:00,1,38,40,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Louis Blanc - Jemmapes,10110,0,1,2.368448562920093,48.879330755297346,2023-05-26T15:46:12+00:00,1,29,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Charles Lecocq - Lecourbe,15131,3,12,2.294867,48.84044,2023-05-26T15:44:25+00:00,15,15,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Quai de Valmy,10037,6,0,2.368186041712761,48.88126951579429,2023-05-26T15:44:20+00:00,6,19,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare de Lyon - Van Gogh,12006,11,32,2.3704450240357,48.843839785643,2023-05-26T15:45:09+00:00,43,7,51,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mazagran - Pierre de Coubertin,13027,2,1,2.344226874411106,48.816218640260445,2023-05-26T15:42:27+00:00,3,12,15,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Neuilly - Petit,21118,2,3,2.29627937078476,48.898965361341254,2023-05-26T15:45:00+00:00,5,10,16,OUI,OUI,Clichy,OUI,2023-05-26T16:22:00.535Z
Place Jules Ferry,21203,4,0,2.325837314128876,48.812107928414775,2023-05-26T15:46:14+00:00,4,24,28,OUI,OUI,Montrouge,OUI,2023-05-26T16:22:00.535Z
Censier - Santeuil,5034,1,28,2.3537524044513702,48.840658921385234,2023-05-26T15:45:11+00:00,29,39,69,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie de Neuilly sur Seine,22013,0,0,2.2677031159400944,48.88494728765838,2023-05-26T15:46:15+00:00,0,31,31,OUI,OUI,Neuilly-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Chancé Milly - Cimetière Communal Sud,21115,3,6,2.303922325372696,48.89687189382465,2023-05-26T15:44:55+00:00,9,23,32,OUI,OUI,Clichy,OUI,2023-05-26T16:22:00.535Z
Botzaris - Crimée,19025,8,1,2.3887913337477067,48.87959698690176,2023-05-26T15:43:25+00:00,9,12,21,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Saint-Didier - Raymond Poincaré,16009,1,0,2.285863497192411,48.86642312020962,2023-05-26T15:38:03+00:00,1,16,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cours de l'Ile Seguin - Parc Billancourt,21029,5,13,2.234234511852265,48.82714055843935,2023-05-26T15:40:18+00:00,18,10,29,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-26T16:22:00.535Z
Ecole Militaire - Place Joffre,7111,0,1,2.301799356937409,48.852060203582795,2023-05-26T15:42:59+00:00,1,24,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Belleville - Couronnes,20039,3,3,2.3809862136841,48.868831082877,2023-05-26T15:44:20+00:00,6,39,50,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare du Nord - Denain,10153,17,2,2.3544725775719,48.879595787608,2023-05-26T15:46:10+00:00,19,0,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Fernand Forest,15072,3,20,2.2818631678819656,48.849269143835926,2023-05-26T15:44:47+00:00,23,8,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Marcel Yol - Jullien,21708,1,1,2.287235018058929,48.82537611802588,2023-05-26T15:40:48+00:00,2,26,30,OUI,OUI,Vanves,OUI,2023-05-26T16:22:00.535Z
Gare Montparnasse - Edgar Quinet,14101,24,5,2.3233232282801,48.841487851079,2023-05-26T15:46:14+00:00,29,4,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Wurtz - Tolbiac,13048,5,4,2.344585955142975,48.82631195621006,2023-05-26T15:43:37+00:00,9,17,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Pierre Levée - Fontaine Timbaud,11109,1,2,2.3711163550615306,48.86632723374305,2023-05-26T15:46:08+00:00,3,18,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Carnot - Général Lanrezac,17033,0,0,2.2938242935036,48.875443870736,2018-05-21T05:30:29+00:00,0,30,30,NON,OUI,Paris,NON,2023-05-26T16:22:00.535Z
Convention - Vaugirard,15052,9,5,2.295586926020252,48.83767682233156,2023-05-26T15:45:59+00:00,14,31,48,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Résistance - Hoche,31021,0,0,2.435784414410591,48.864273423741956,2023-05-26T15:45:46+00:00,0,29,29,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Raffet - Montmorency,16115,2,0,2.2629252456151954,48.85258670812,2023-05-26T15:43:10+00:00,2,40,42,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cimetière de Boulogne-Billancourt,21031,3,22,2.252024,48.830764,2023-05-26T15:46:13+00:00,25,14,40,OUI,OUI,Boulogne-Billancourt,OUI,2023-05-26T16:22:00.535Z
Ranelagh - Maison de la Radio,16024,2,14,2.280449643731117,48.85293603169479,2023-05-26T15:46:04+00:00,16,5,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare SNCF Vanves-Malakoff,21702,0,0,2.292150005103606,48.819002163836444,2023-05-26T15:42:34+00:00,0,50,51,OUI,OUI,Vanves,OUI,2023-05-26T16:22:00.535Z
Place Saint-Ferdinand,17039,0,2,2.288518047864942,48.87815529789739,2023-05-26T15:45:28+00:00,2,35,38,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Hôtel de Ville de Fontenay-aux-Roses,22604,2,0,2.2871455930319455,48.790844603480856,2023-05-26T15:45:04+00:00,2,31,34,OUI,OUI,Fontenay-aux-Roses,OUI,2023-05-26T16:22:00.535Z
Docteurs Déjérine - Pte de Montreuil,20009,5,1,2.41208288897222,48.85398448133697,2023-05-26T15:38:52+00:00,6,14,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Malakoff - Place de la Porte Maillot,16101,6,2,2.2834577411413193,48.876733496637506,2023-05-26T15:46:15+00:00,8,8,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Vanne - Saussaies,42305,2,4,2.338848,48.786404,2023-05-26T15:46:02+00:00,6,14,20,OUI,OUI,Cachan,OUI,2023-05-26T16:22:00.535Z
Jean-Pierre Timbaud - Vaucouleurs,11032,5,6,2.377885,48.867937,2023-05-26T15:46:01+00:00,11,33,47,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
André Maurois - Joseph et Marie Hackin,16003,7,1,2.2789591,48.8778983,2023-05-26T15:46:07+00:00,8,20,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie de Romainville,32301,5,0,2.435679,48.885109,2023-05-26T15:44:03+00:00,5,10,17,OUI,OUI,Romainville,OUI,2023-05-26T16:22:00.535Z
Jardin de l'Hospice Debrousse,20108,1,0,2.40568600595,48.861451061938,2023-05-26T15:37:44+00:00,1,22,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square Alban Satragne,10018,4,0,2.3559567333359,48.875388227727,2023-05-26T15:46:11+00:00,4,22,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Paul Signac - Aristide Briand,31025,5,1,2.4502260982990265,48.86950262156371,2023-05-26T15:44:46+00:00,6,29,35,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Charles de Gaulle - Graviers,22008,0,0,2.2648814320564274,48.88315175918637,2022-12-05T05:50:36+00:00,0,0,0,NON,OUI,Neuilly-sur-Seine,NON,2023-05-26T16:22:00.535Z
Charles Gide - Fort de Bicêtre,42701,1,0,2.353984415531159,48.8071937956922,2023-05-26T15:44:05+00:00,1,28,30,OUI,OUI,Le Kremlin-Bicêtre,OUI,2023-05-26T16:22:00.535Z
Temple - Charlot,11038,4,7,2.3652737250724,48.865709343796,2023-05-26T15:46:03+00:00,11,25,45,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Damrémont - Ordener,18027,2,0,2.336266523912805,48.893400392981874,2023-05-26T15:43:34+00:00,2,26,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Nationale - Château-des-Rentiers,13126,1,2,2.365212,48.829268,2023-05-26T15:45:10+00:00,3,14,18,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Quai de la Gare - Pont de Bercy,13128,4,11,2.3740861260598,48.83730787972,2023-05-26T15:43:49+00:00,15,8,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jourdan - Monticelli,14131,2,1,2.329095,48.822032,2023-05-26T15:46:12+00:00,3,27,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte d'Asnières,17023,3,5,2.3036286234855656,48.89035817610495,2023-05-26T15:45:28+00:00,8,26,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gaston Tessier - Rosa Parks RER,19108,6,1,2.3743692,48.8963765,2023-05-26T15:45:01+00:00,7,29,37,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lobau - Hôtel de Ville,4016,10,39,2.3532536,48.8562118,2023-05-26T15:46:15+00:00,49,9,60,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mazagran - Bonne Nouvelle,10105,0,3,2.3511248454452,48.870047123655,2023-05-26T15:46:08+00:00,3,22,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jacques Kellner - Saint-Ouen,17003,3,3,2.327897409164145,48.895809485802886,2023-05-26T15:44:25+00:00,6,36,45,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Raspail - Albert Schweitzer,42501,2,11,2.34395871,48.81031545,2023-05-26T15:42:47+00:00,13,13,28,OUI,OUI,Gentilly,OUI,2023-05-26T16:22:00.535Z
Jean Jaurès - Ouvrières Pivéreuses,35001,1,3,2.399576604366303,48.91042343752563,2023-05-26T15:40:19+00:00,4,16,20,OUI,OUI,Pantin,OUI,2023-05-26T16:22:00.535Z
Estienne d'Orves - Henri Ginoux,21204,1,0,2.320886790760933,48.815388220397274,2023-05-26T15:46:11+00:00,1,28,31,OUI,OUI,Montrouge,OUI,2023-05-26T16:22:00.535Z
Place de l'Europe - Quai de Bercy,42209,1,12,2.3945679143071175,48.82529858840266,2023-05-26T15:46:12+00:00,13,3,17,OUI,OUI,Charenton-le-Pont,OUI,2023-05-26T16:22:00.535Z
Paris - Laitières,43001,1,3,2.4207553267478947,48.84630274151258,2023-05-26T15:46:01+00:00,4,18,22,OUI,OUI,Vincennes,OUI,2023-05-26T16:22:00.535Z
Louis Pasteur - Albert Petit,22206,1,1,2.317289,48.796261,2023-05-26T15:44:55+00:00,2,29,31,OUI,OUI,Bagneux,OUI,2023-05-26T16:22:00.535Z
Charonne - Pierre Bayle,11021,0,0,2.3903981223891,48.858445054262,2023-05-26T15:43:08+00:00,0,21,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Louis Rolland - République,21217,0,0,2.3193106434955717,48.81710889740748,2023-05-26T15:46:10+00:00,0,26,26,OUI,OUI,Montrouge,OUI,2023-05-26T16:22:00.535Z
Victor Hugo - La Pompe,16011,2,2,2.28146318346262,48.86795222470859,2023-05-26T15:46:14+00:00,4,27,41,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare de Lyon - Chalon,12007,8,33,2.3741452395916,48.845666194202,2023-05-26T15:46:16+00:00,41,3,45,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Colmar - Victor Hugo,25001,5,9,2.173960916697979,48.88652251096166,2023-05-26T15:43:20+00:00,14,16,32,OUI,OUI,Rueil-Malmaison,OUI,2023-05-26T16:22:00.535Z
Place de la Gare,47001,1,40,2.4275037646293645,48.80253358011283,2023-05-26T15:44:47+00:00,41,5,46,OUI,OUI,Maisons-Alfort,OUI,2023-05-26T16:22:00.535Z
Italie - Jardin Joan Miro,13032,1,2,2.3592948541045193,48.81990914045756,2023-05-26T15:44:49+00:00,3,23,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Monceau - Malesherbes,8037,0,1,2.3145456,48.8795079,2023-05-26T15:42:18+00:00,1,37,38,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare de la Garenne-Colombes,27004,5,15,2.239145,48.909752,2023-05-26T15:44:52+00:00,20,7,28,OUI,OUI,Colombes,OUI,2023-05-26T16:22:00.535Z
Charonne - Bureau,11017,1,0,2.396093,48.854176,2023-05-26T15:43:52+00:00,1,44,47,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Rond-Point de la Chapelle,18038,0,0,2.3599711060524,48.895126609314,2023-02-21T22:23:33+00:00,0,0,0,NON,OUI,Paris,NON,2023-05-26T16:22:00.535Z
Paul Vaillant-Couturier - Victor Hugo,23004,2,9,2.293848017974069,48.89819702263572,2023-05-26T15:45:19+00:00,11,25,36,OUI,OUI,Levallois-Perret,OUI,2023-05-26T16:22:00.535Z
Berthier - Place Stuart Merril,17107,1,2,2.2933450341224675,48.885927922355044,2023-05-26T15:45:03+00:00,3,33,37,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Jacques et Thérèse Tréfouël,15005,3,9,2.3125657439232,48.842726498317,2023-05-26T15:46:14+00:00,12,31,43,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lucien Bossoutrot - Général Martial Vallin,15057,0,4,2.2741072252393,48.836956046311,2023-05-26T15:44:24+00:00,4,34,39,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Voltaire - Anatole France,23010,0,10,2.284262739121914,48.891999360256904,2023-05-26T15:46:14+00:00,10,17,27,OUI,OUI,Levallois-Perret,OUI,2023-05-26T16:22:00.535Z
Quai de l'Oise - Aisne,19128,1,3,2.3833701,48.8906231,2023-05-26T15:46:12+00:00,4,25,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square Louise Michel,18006,4,0,2.3441386967897,48.884687354509,2023-05-26T15:45:31+00:00,4,32,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Jeanne d'Arc,13044,4,2,2.369126,48.829575,2023-05-26T15:46:13+00:00,6,30,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Douai - Pierre Fontaine,9027,1,0,2.33324121683836,48.88229101148092,2023-05-26T15:45:41+00:00,1,22,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Portugais - Kléber,16001,0,0,2.2937349,48.8712148,2023-05-26T15:44:52+00:00,0,25,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Edmond Michelet,4020,5,4,2.3500636965036,48.860134890542,2023-05-26T15:45:40+00:00,9,12,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Emile Zola - Fondary,15022,2,31,2.2953405976295476,48.847051143113745,2023-05-26T15:43:32+00:00,33,5,42,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Charles Tillon - Cimetière Communal,33015,4,8,2.3935630917549138,48.91844023641836,2023-05-26T15:45:19+00:00,12,15,30,OUI,OUI,Aubervilliers,OUI,2023-05-26T16:22:00.535Z
La Motte-Picquet - La Tour Maubourg,7017,3,2,2.3096215831203,48.856926701847,2023-05-26T15:46:09+00:00,5,34,40,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Delizy - Louis Nadot,35006,3,1,2.4094578623771667,48.896212845581346,2023-05-26T15:37:42+00:00,4,17,22,OUI,OUI,Pantin,OUI,2023-05-26T16:22:00.535Z
Rochechouart - Martyrs,18041,5,1,2.3405495658517,48.882193779572,2023-05-26T15:45:21+00:00,6,12,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Île de la Jatte,22015,0,4,2.2666339203715324,48.894036161302104,2023-05-26T15:46:12+00:00,4,17,23,OUI,OUI,Neuilly-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Saint-Mandé - Fabre d'Eglantine,12018,4,2,2.3965022,48.8453579,2023-05-26T15:39:42+00:00,6,27,34,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lemercier - Cardinet,17111,4,6,2.317377626895905,48.890097168851746,2023-05-26T15:46:11+00:00,10,13,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Balzac - Olympes de Gouges,44016,5,19,2.4006786569952965,48.77850332486751,2023-05-26T15:45:18+00:00,24,3,28,OUI,OUI,Vitry-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Toqueville - Cardinet,17119,1,0,2.3109393194317818,48.88490187110713,2023-05-26T15:46:01+00:00,1,30,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cambronne - Villa Croix Nivert,15011,3,39,2.3017574474216,48.845847561366,2023-05-26T15:46:08+00:00,42,19,62,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gérando - Rochechouart,9004,1,1,2.3464846238494,48.88294340845,2023-05-26T15:46:15+00:00,2,19,21,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Centre Georges Pompidou,4021,3,2,2.352581,48.861419,2023-05-26T15:46:16+00:00,5,19,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte des Lilas - Faidherbe,32601,8,0,2.4120327830314636,48.87861855668978,2023-05-26T15:44:41+00:00,8,31,39,OUI,OUI,Les Lilas,OUI,2023-05-26T16:22:00.535Z
Square Bela Bartok,15102,0,22,2.2846536710858345,48.85120156830401,2023-05-26T15:44:28+00:00,22,1,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Fort d'Aubervilliers,33016,2,5,2.4035281687974925,48.91502382370325,2023-05-26T15:45:04+00:00,7,15,22,OUI,OUI,Aubervilliers,OUI,2023-05-26T16:22:00.535Z
Gare du Stade,27005,3,2,2.2603778,48.9312676,2023-05-26T15:44:17+00:00,5,14,20,OUI,OUI,Colombes,OUI,2023-05-26T16:22:00.535Z
Mstislav Rostropovitch - Berthier,17123,1,0,2.309234105050564,48.892120821173975,2023-05-26T15:39:00+00:00,1,17,18,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Auguste Blanqui - Corvisart,13009,1,2,2.3502726,48.8300989,2023-05-26T15:43:15+00:00,3,23,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Esplanade du Foncet - Camille Desmoulins,21319,1,11,2.2606857866048813,48.827090233494964,2023-05-26T15:46:11+00:00,12,15,28,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-26T16:22:00.535Z
Dunkerque - Trudaine,9006,1,0,2.3463253676891327,48.88215166773376,2023-05-26T15:46:13+00:00,1,14,16,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Joseph Dijon - Ornano,18030,4,2,2.3476678133010864,48.89374453351521,2023-05-26T15:43:54+00:00,6,28,37,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Nelson Mandela,92006,0,1,2.2182820737361912,48.897874318180556,2023-05-26T15:46:15+00:00,1,28,30,OUI,OUI,Nanterre,OUI,2023-05-26T16:22:00.535Z
Square Denise Buisson,31005,1,1,2.426436245441437,48.8562322730982,2023-05-26T15:46:13+00:00,2,43,45,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Place d'Italie - Vincent Auriol,13010,1,0,2.3567550292319,48.831481874467,2023-05-26T15:44:12+00:00,1,39,40,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Vivaldi - Antoine-Julien Hénard,12028,2,2,2.389728979467376,48.841923663276546,2023-05-26T15:46:13+00:00,4,22,27,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Madagascar - Meuniers,12035,4,9,2.3970650508999825,48.83460464474706,2023-05-26T15:42:49+00:00,13,18,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
